2017-05-22 23:45:19.081117 , Temp:  ,UV: ,Knob: 
2017-05-23 00:13:24.763418 , 35.895 ,0.0 ,683
2017-05-23 00:13:34.822745 , 35.895 ,0.0 ,683
2017-05-23 00:13:44.882317 , 35.407 ,0.0 ,683
2017-05-23 00:13:54.941871 , 35.407 ,0.0 ,683
2017-05-23 00:14:05.001155 , 35.895 ,0.0 ,683
2017-05-23 00:14:15.060740 , 35.895 ,0.0 ,683
2017-05-23 00:14:25.120326 , 35.895 ,0.0 ,683
2017-05-23 00:14:35.179608 , 35.895 ,0.0 ,683
2017-05-23 00:14:45.239140 , 35.895 ,0.0 ,683
2017-05-23 00:14:55.298673 , 35.895 ,0.0 ,683
2017-05-23 00:15:05.358049 , 35.407 ,0.0 ,683
2017-05-23 00:15:15.413554 , 35.895 ,0.0 ,683
2017-05-23 00:15:25.477136 , 35.895 ,0.0 ,683
2017-05-23 00:15:35.536528 , 35.407 ,0.0 ,683
2017-05-23 00:15:45.596057 , 35.895 ,0.0 ,22
2017-05-23 00:15:55.655549 , 35.895 ,0.0 ,22
2017-05-23 00:16:05.715007 , 35.895 ,0.0 ,22
2017-05-23 00:16:15.774454 , 35.895 ,0.0 ,22
2017-05-23 00:16:25.833573 , 36.384 ,0.0 ,22
2017-05-23 00:16:35.893377 , 35.407 ,0.0 ,22
2017-05-23 00:16:45.952693 , 35.895 ,0.0 ,22
2017-05-23 00:16:56.012212 , 35.407 ,0.0 ,22
2017-05-23 00:17:06.071751 , 36.384 ,0.0 ,22
2017-05-23 00:17:16.140917 , 35.895 ,0.0 ,22
2017-05-23 00:17:26.190746 , 35.407 ,0.0 ,22
2017-05-23 00:17:36.250325 , 35.407 ,0.0 ,22
2017-05-23 00:17:46.309628 , 35.407 ,0.0 ,22
2017-05-23 00:17:56.369064 , 35.895 ,0.0 ,22
2017-05-23 00:18:06.428457 , 35.407 ,0.0 ,22
2017-05-23 00:18:16.488045 , 35.895 ,0.0 ,22
2017-05-23 00:18:26.547589 , 35.895 ,0.0 ,22
2017-05-23 00:18:36.606975 , 35.407 ,0.0 ,22
2017-05-23 00:18:46.666629 , 35.895 ,0.0 ,22
2017-05-23 00:18:56.726006 , 35.895 ,0.0 ,22
2017-05-23 00:19:06.785427 , 35.895 ,0.0 ,22
2017-05-23 00:19:16.844981 , 35.895 ,0.0 ,22
2017-05-23 00:19:26.904597 , 35.407 ,0.0 ,22
2017-05-23 00:19:36.964271 , 35.895 ,0.0 ,22
2017-05-23 00:19:47.023366 , 35.895 ,0.0 ,22
2017-05-23 00:19:57.082763 , 35.895 ,0.0 ,22
2017-05-23 00:20:07.142379 , 35.895 ,0.0 ,22
2017-05-23 00:20:17.201987 , 35.895 ,0.0 ,22
2017-05-23 00:20:27.261257 , 35.407 ,0.0 ,22
2017-05-23 00:20:37.320807 , 35.895 ,0.0 ,22
2017-05-23 00:20:47.380027 , 35.895 ,0.0 ,22
2017-05-23 00:20:57.439390 , 35.407 ,0.0 ,22
2017-05-23 00:21:07.499116 , 35.895 ,0.0 ,22
2017-05-23 00:21:17.558703 , 35.895 ,0.0 ,22
2017-05-23 00:21:27.617976 , 35.895 ,0.0 ,22
2017-05-23 00:21:37.677573 , 35.407 ,0.0 ,22
2017-05-23 00:21:47.736874 , 35.407 ,0.0 ,22
2017-05-23 00:21:57.796458 , 35.895 ,0.0 ,22
2017-05-23 00:22:07.855981 , 35.895 ,0.0 ,22
2017-05-23 00:22:17.915530 , 35.407 ,0.0 ,22
2017-05-23 00:22:27.974884 , 35.895 ,0.0 ,22
2017-05-23 00:22:38.034524 , 36.384 ,0.0 ,22
2017-05-23 00:22:48.093811 , 35.407 ,0.0 ,22
2017-05-23 00:22:58.153388 , 35.407 ,0.0 ,22
2017-05-23 00:23:08.219332 , 35.895 ,0.0 ,22
2017-05-23 00:23:18.272164 , 35.407 ,0.0 ,22
2017-05-23 00:23:28.331776 , 35.895 ,0.0 ,22
2017-05-23 00:23:38.396851 , 35.895 ,0.0 ,22
2017-05-23 00:23:48.450738 , 36.384 ,0.0 ,22
2017-05-23 00:23:58.510245 , 35.895 ,0.0 ,22
2017-05-23 00:24:08.569579 , 35.895 ,0.0 ,22
2017-05-23 00:24:18.629075 , 35.895 ,0.0 ,22
2017-05-23 00:24:28.688719 , 35.895 ,0.0 ,22
2017-05-23 00:24:38.747975 , 35.895 ,0.0 ,22
2017-05-23 00:24:48.807524 , 35.895 ,0.0 ,22
2017-05-23 00:24:58.867044 , 35.895 ,0.0 ,22
2017-05-23 00:25:08.926571 , 35.895 ,0.0 ,22
2017-05-23 00:25:18.985922 , 35.895 ,0.0 ,22
2017-05-23 00:25:29.045531 , 36.384 ,0.0 ,22
2017-05-23 00:25:39.104999 , 35.407 ,0.0 ,22
2017-05-23 00:25:49.164550 , 36.384 ,0.0 ,910
2017-05-23 00:25:59.224061 , 35.895 ,0.0 ,910
2017-05-23 00:26:09.283610 , 35.895 ,0.0 ,910
2017-05-23 00:26:19.342847 , 35.895 ,0.0 ,910
2017-05-23 00:26:29.396852 , 35.895 ,0.0 ,910
2017-05-23 00:26:39.461703 , 35.895 ,0.0 ,910
2017-05-23 00:26:49.521297 , 35.407 ,0.0 ,910
2017-05-23 00:26:59.580829 , 35.407 ,0.0 ,910
2017-05-23 00:27:09.640361 , 35.895 ,0.0 ,910
2017-05-23 00:27:19.699854 , 35.895 ,0.0 ,910
2017-05-23 00:27:29.759260 , 35.895 ,0.0 ,910
2017-05-23 00:27:39.818621 , 35.407 ,0.0 ,910
