2017-05-22 15:40:00.793529 ,32.963,0,947
2017-05-22 15:40:10.838516 ,33.452,0,947
2017-05-22 15:40:20.891708 ,34.918,0,947
2017-05-22 15:40:30.951310 ,33.452,0,947
2017-05-22 15:40:41.010752 ,33.452,0,947
2017-05-22 15:40:51.070093 ,33.94,0,947
2017-05-22 15:41:01.129660 ,33.452,0,947
2017-05-22 15:41:11.189183 ,32.474,0,947
2017-05-22 15:41:21.248563 ,32.963,0,947
2017-05-22 15:41:31.308147 ,32.963,0,947
2017-05-22 15:41:41.363271 ,33.452,0,947
2017-05-22 15:41:51.427103 ,33.452,0,110
2017-05-22 15:42:01.486510 ,33.452,0,110
2017-05-22 15:42:11.545862 ,33.452,0,110
2017-05-22 15:42:21.605568 ,32.963,0,110
2017-05-22 15:42:31.665017 ,32.474,0,110
2017-05-22 15:42:41.724404 ,33.452,0,110
2017-05-22 15:42:51.791418 ,32.963,0,110
2017-05-22 15:43:01.843542 ,32.963,0,110
2017-05-22 15:43:11.902717 ,32.474,0,110
2017-05-22 15:43:21.962245 ,33.452,0,110
2017-05-22 15:43:32.021902 ,33.452,0,110
2017-05-22 15:43:42.081263 ,33.452,0,110
2017-05-22 15:43:52.140787 ,32.963,0,519
2017-05-22 15:44:02.200235 ,32.963,0,519
2017-05-22 15:44:12.259711 ,32.963,0,519
2017-05-22 15:44:22.319092 ,32.963,0,519
2017-05-22 15:44:32.378515 ,33.452,0,519
2017-05-22 15:44:42.438047 ,32.963,0,519
2017-05-22 15:44:52.497437 ,33.452,0,519
2017-05-22 15:45:02.556989 ,32.474,0,519
2017-05-22 15:45:12.613272 ,33.452,0,519
2017-05-22 15:45:22.675878 ,33.452,0,519
2017-05-22 15:45:32.735351 ,31.985,0,519
2017-05-22 15:45:42.794913 ,33.452,0,519
2017-05-22 15:45:52.854487 ,34.918,0,31
2017-05-22 15:46:02.913897 ,33.452,0,31
2017-05-22 15:46:12.973489 ,33.452,0,31
2017-05-22 15:46:23.032689 ,32.474,0,31
2017-05-22 15:46:33.092092 ,32.474,0,31
2017-05-22 15:46:43.151620 ,33.452,0,31
2017-05-22 15:46:53.211121 ,33.452,0,31
2017-05-22 15:47:03.270616 ,33.452,0,31
2017-05-22 15:47:13.330176 ,32.474,0,31
2017-05-22 15:47:23.389401 ,33.452,0,31
2017-05-22 15:47:33.448872 ,33.452,0,31
2017-05-22 15:47:43.508574 ,33.452,0,31
2017-05-22 15:47:53.568109 ,32.963,0,50
2017-05-22 15:48:03.627224 ,32.963,0,50
2017-05-22 15:48:13.686775 ,33.452,0,50
2017-05-22 15:48:23.746225 ,32.963,0,50
2017-05-22 15:48:33.805762 ,32.474,0,50
2017-05-22 15:48:43.863280 ,31.985,0,50
2017-05-22 15:48:53.924818 ,32.474,0,50
2017-05-22 15:49:03.984241 ,31.985,0,50
2017-05-22 15:49:14.043640 ,32.474,0,50
2017-05-22 15:49:24.103346 ,33.452,0,50
2017-05-22 15:49:34.162519 ,31.985,0,50
2017-05-22 15:49:44.222031 ,32.474,0,50
2017-05-22 15:49:54.281699 ,32.474,0,752
2017-05-22 15:50:04.340916 ,32.963,0,752
2017-05-22 15:50:14.400489 ,32.474,0,752
2017-05-22 15:50:24.459823 ,32.963,0,752
2017-05-22 15:50:34.519326 ,32.474,0,752
2017-05-22 15:50:44.578828 ,32.474,0,752
2017-05-22 15:50:54.638307 ,31.985,0,752
2017-05-22 15:51:04.697785 ,31.497,0,752
2017-05-22 15:51:14.757207 ,31.985,0,752
2017-05-22 15:51:24.816650 ,31.497,0,752
2017-05-22 15:51:34.876027 ,31.985,0,752
2017-05-22 15:51:44.935872 ,32.474,0,752
2017-05-22 15:51:54.995366 ,32.963,0,1056
2017-05-22 15:52:05.054783 ,31.497,0,1056
2017-05-22 15:52:15.113262 ,32.474,0,1056
2017-05-22 15:52:25.173765 ,32.963,0,1056
2017-05-22 15:52:35.233042 ,32.474,0,1056
2017-05-22 15:52:45.299786 ,32.474,0,1056
2017-05-22 15:52:55.352094 ,32.474,0,1056
2017-05-22 15:53:05.411413 ,32.963,0,1056
2017-05-22 15:53:15.470811 ,32.963,0,1056
2017-05-22 15:53:25.530499 ,31.497,0,1056
2017-05-22 15:53:35.589767 ,32.963,0,1056
2017-05-22 15:53:45.649352 ,32.474,0,1056
2017-05-22 15:53:55.708908 ,32.963,0,815
2017-05-22 15:54:05.768383 ,32.474,0,815
2017-05-22 15:54:15.827836 ,31.985,0,815
2017-05-22 15:54:25.887169 ,31.497,0,815
2017-05-22 15:54:35.946773 ,31.497,0,815
2017-05-22 15:54:46.006230 ,32.474,0,815
2017-05-22 15:54:56.065861 ,31.497,0,815
2017-05-22 15:55:06.124936 ,32.474,0,815
2017-05-22 15:55:16.184739 ,32.474,0,815
2017-05-22 15:55:26.244345 ,32.963,0,815
2017-05-22 15:55:36.303696 ,31.985,0,815
2017-05-22 15:55:46.363286 ,32.474,0,815
2017-05-22 15:55:56.422646 ,32.474,0,709
2017-05-22 15:56:06.482016 ,32.474,0,709
2017-05-22 15:56:16.541596 ,32.474,0,709
2017-05-22 15:56:26.593274 ,32.474,0,709
2017-05-22 15:56:36.660540 ,32.474,0,709
2017-05-22 15:56:46.720070 ,32.474,0,709
2017-05-22 15:56:56.779832 ,32.474,0,709
2017-05-22 15:57:06.838865 ,31.985,0,709
2017-05-22 15:57:16.898484 ,31.985,0,709
2017-05-22 15:57:26.957866 ,31.008,0,709
2017-05-22 15:57:37.017408 ,32.474,0,709
