2017-05-22 14:26:45.701994 , Temp:  ,UV: ,Knob: 
2017-05-22 15:15:58.081605 , 36.873 ,11.0 ,952
2017-05-22 15:16:08.141142 , 36.384 ,11.0 ,952
2017-05-22 15:16:18.200425 , 36.384 ,11.0 ,952
2017-05-22 15:16:28.259937 , 36.873 ,11.0 ,952
2017-05-22 15:16:38.319336 , 35.895 ,11.0 ,952
2017-05-22 15:16:48.378819 , 36.384 ,11.0 ,952
2017-05-22 15:16:58.438175 , 36.384 ,11.0 ,952
2017-05-22 15:17:08.497689 , 36.384 ,11.0 ,952
2017-05-22 15:17:18.557274 , 36.384 ,10.0 ,294
2017-05-22 15:17:28.616631 , 36.384 ,10.0 ,294
2017-05-22 15:17:38.676344 , 36.873 ,9.0 ,294
2017-05-22 15:17:48.735573 , 35.895 ,9.0 ,294
2017-05-22 15:17:58.795110 , 36.384 ,9.0 ,294
2017-05-22 15:18:08.854563 , 36.384 ,9.0 ,294
2017-05-22 15:18:18.914013 , 36.384 ,9.0 ,294
2017-05-22 15:18:28.973395 , 36.384 ,8.0 ,294
2017-05-22 15:18:39.032870 , 36.873 ,7.0 ,294
2017-05-22 15:18:49.092654 , 36.384 ,7.0 ,294
2017-05-22 15:18:59.151779 , 36.873 ,8.0 ,294
2017-05-22 15:19:09.211246 , 36.384 ,7.0 ,294
2017-05-22 15:19:19.270878 , 36.873 ,7.0 ,953
2017-05-22 15:19:29.330179 , 36.873 ,7.0 ,953
2017-05-22 15:19:39.389531 , 36.384 ,6.0 ,953
2017-05-22 15:19:49.448959 , 36.873 ,7.0 ,953
2017-05-22 15:19:59.508493 , 36.873 ,7.0 ,953
2017-05-22 15:20:09.567923 , 36.873 ,6.0 ,953
2017-05-22 15:20:19.627479 , 36.384 ,7.0 ,953
2017-05-22 15:20:29.686768 , 36.873 ,7.0 ,953
2017-05-22 15:20:39.746259 , 35.407 ,5.0 ,953
2017-05-22 15:20:49.805929 , 36.873 ,4.0 ,953
2017-05-22 15:20:59.865326 , 36.384 ,4.0 ,953
2017-05-22 15:21:09.924905 , 36.873 ,4.0 ,953
2017-05-22 15:21:19.984400 , 36.384 ,4.0 ,447
2017-05-22 15:21:30.043755 , 36.873 ,4.0 ,447
2017-05-22 15:21:40.103112 , 36.384 ,4.0 ,447
2017-05-22 15:21:50.162525 , 35.407 ,4.0 ,447
2017-05-22 15:22:00.221956 , 36.873 ,4.0 ,447
2017-05-22 15:22:10.281525 , 36.873 ,4.0 ,447
2017-05-22 15:22:20.341016 , 35.895 ,4.0 ,447
2017-05-22 15:22:30.400322 , 37.362 ,4.0 ,447
2017-05-22 15:22:40.459693 , 36.384 ,4.0 ,447
2017-05-22 15:22:50.519296 , 36.873 ,4.0 ,447
2017-05-22 15:23:00.578806 , 35.895 ,4.0 ,447
2017-05-22 15:23:10.638289 , 36.873 ,5.0 ,447
2017-05-22 15:23:20.697947 , 36.384 ,5.0 ,337
2017-05-22 15:23:30.757253 , 36.384 ,5.0 ,337
2017-05-22 15:23:40.816547 , 36.873 ,5.0 ,337
2017-05-22 15:23:50.876224 , 36.384 ,6.0 ,337
2017-05-22 15:24:00.935525 , 36.873 ,6.0 ,337
2017-05-22 15:24:10.995083 , 36.873 ,6.0 ,337
2017-05-22 15:24:21.054469 , 36.384 ,7.0 ,337
2017-05-22 15:24:31.113860 , 36.873 ,7.0 ,337
2017-05-22 15:24:41.173214 , 36.384 ,8.0 ,337
2017-05-22 15:24:51.232647 , 36.873 ,8.0 ,337
2017-05-22 15:25:01.292321 , 36.873 ,9.0 ,337
2017-05-22 15:25:11.351844 , 36.873 ,11.0 ,337
2017-05-22 15:25:21.411303 , 36.384 ,12.0 ,611
2017-05-22 15:25:31.470633 , 36.384 ,12.0 ,611
2017-05-22 15:25:41.530053 , 36.873 ,12.0 ,611
2017-05-22 15:25:51.584185 , 36.873 ,11.0 ,611
2017-05-22 15:26:01.649089 , 36.384 ,12.0 ,611
2017-05-22 15:26:11.708481 , 36.873 ,12.0 ,611
2017-05-22 15:26:21.767883 , 35.895 ,12.0 ,611
2017-05-22 15:26:31.827495 , 36.873 ,11.0 ,611
2017-05-22 15:26:41.886768 , 36.873 ,11.0 ,611
2017-05-22 15:26:51.946293 , 36.873 ,11.0 ,611
